Quận/Huyện,Phường/Xã,Loại hình nhà ở,Giấy tờ pháp lý,Số tầng,Số phòng ngủ (phòng),Dài (m),Rộng (m),Giá/m2 (triệu/m²)
Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,5,6,16,5,175
Quận Hai Bà Trưng,Phường Quỳnh Lôi,"Nhà ngõ, hẻm",Đã có sổ,3,4,6,5,57.81
Quận Hoàng Mai,Phường Giáp Bát,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,22,6,121.54
Quận Hoàng Mai,Phường Tương Mai,"Nhà ngõ, hẻm",Đã có sổ,4,4,10,4,65
Quận Hai Bà Trưng,Phường Lê Đại Hành,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,12,5,213.33
Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5,3,10,4,112.5
Quận Hoàng Mai,Phường Tân Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6,12,3.7,124.05
Quận Long Biên,Phường Bồ Đề,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,10,3,112.16
Quận Nam Từ Liêm,Phường Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,5,6,63,66,100
Quận Cầu Giấy,Phường Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,4,4,6.6,6,103.75
Quận Đống Đa,Phường Láng Hạ,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,8,4.7,182.86
Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,5,4,7,4,102.96
Quận Đống Đa,Phường Kim Liên,"Nhà mặt phố, mặt tiền",Đã có sổ,6,6,5,6,220
Quận Ba Đình,Phường Ngọc Hà,"Nhà ngõ, hẻm",Đã có sổ,5,3,10,3.6,91.67
Quận Đống Đa,Phường Khâm Thiên,"Nhà ngõ, hẻm",Đã có sổ,4,3,7,5,100
Quận Bắc Từ Liêm,Phường Xuân Đỉnh,Nhà biệt thự,Đã có sổ,3,4,18,11,69.36
Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",Đã có sổ,5,3,5,4,91.67
Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,3,3,9,3,41.56
Quận Hai Bà Trưng,Phường Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,3,4,11,5,64.55
Quận Hoàng Mai,Phường Hoàng Liệt,"Nhà ngõ, hẻm",Đã có sổ,5,3,85,35,76
Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5,5,10,4,75
Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,4,4,12,4,105.56
Huyện Hoài Đức,Xã An Thượng,"Nhà ngõ, hẻm",Đã có sổ,2,2,8,10,27.85
Quận Đống Đa,Phường Quốc Tử Giám,"Nhà ngõ, hẻm",Đã có sổ,4,3,9.4,3.6,94.12
Quận Hai Bà Trưng,Phường Thanh Lương,"Nhà ngõ, hẻm",Đã có sổ,5,4,10,3,127.14
Quận Hai Bà Trưng,Phường Thanh Lương,"Nhà ngõ, hẻm",Đã có sổ,5,4,12,3,68.06
Quận Cầu Giấy,Phường Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,4,4,12,4,116.67
Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5,3,8.98,3.34,111.67
Quận Đống Đa,Phường Láng Hạ,"Nhà mặt phố, mặt tiền",Đã có sổ,6,8,20,3.6,250
Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,4,3,12,4,77
Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",Đã có sổ,5,5,9.98,4.1,51.67
Quận Ba Đình,Phường Vĩnh Phúc,"Nhà ngõ, hẻm",Đã có sổ,3,3,14,4,100
Quận Nam Từ Liêm,Phường Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,5,3,7.5,4,78.33
Quận Cầu Giấy,Phường Trung Hoà,"Nhà ngõ, hẻm",Đã có sổ,4,4,12,4,180
Quận Hà Đông,Phường Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,2,3,15,5,187.5
Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,5,6,9,5,84.44
Quận Hai Bà Trưng,Phường Minh Khai,"Nhà mặt phố, mặt tiền",Đã có sổ,6,6,12,5,141.38
Quận Nam Từ Liêm,Phường Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,4,5,12,4,71.2
Quận Hai Bà Trưng,Phường Thanh Lương,"Nhà ngõ, hẻm",Đã có sổ,4,4,10,5,78
Quận Long Biên,Phường Bồ Đề,"Nhà mặt phố, mặt tiền",Đã có sổ,5,7,10,5,90
Quận Thanh Xuân,Phường Kim Giang,"Nhà mặt phố, mặt tiền",Đã có sổ,6,6,11,4,73.33
Quận Cầu Giấy,Phường Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,5,6,10,5,102
Quận Đống Đa,Phường Phương Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,11,4,155.56
Quận Hai Bà Trưng,Phường Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,5,4,10,36,105.56
Quận Thanh Xuân,Phường Khương Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,4,6,10,4,72.5
Quận Cầu Giấy,Phường Mai Dịch,Nhà phố liền kề,Đã có sổ,5,4,30,6,135.9
Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,3,2,8,4,66.67
Quận Đống Đa,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,4,3,9,2,78
Quận Nam Từ Liêm,Phường Trung Văn,"Nhà ngõ, hẻm",Đã có sổ,4,2,9,3,78.13
Quận Cầu Giấy,Phường Yên Hoà,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,10,5,146.69
Quận Hoàng Mai,Phường Đại Kim,"Nhà ngõ, hẻm",Đã có sổ,5,6,13,5,103.08
Quận Hoàng Mai,Phường Đại Kim,"Nhà ngõ, hẻm",Đã có sổ,5,6,13,5,103.08
Quận Đống Đa,Phường Nam Đồng,"Nhà ngõ, hẻm",Đã có sổ,4,3,9,3,67.74
Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,5,3,9,3,71.88
Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,10,3,152.63
Quận Hoàng Mai,Phường Đại Kim,"Nhà ngõ, hẻm",Đã có sổ,5,3,6,5,83.33
Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5,3,9,3,86.54
Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5,3,8,2,125
Quận Ba Đình,Phường Cống Vị,"Nhà ngõ, hẻm",Đã có sổ,2,2,4,6,88
Quận Đống Đa,Phường Thịnh Quang,"Nhà ngõ, hẻm",Đã có sổ,4,4,13,4,107.55
Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,3,3,10,3,89.06
Quận Hai Bà Trưng,Phường Vĩnh Tuy,"Nhà ngõ, hẻm",Đã có sổ,3,3,11,3,108.82
Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,4,3,8.55,4,80.88
Quận Bắc Từ Liêm,Phường Cổ Nhuế 1,"Nhà ngõ, hẻm",Đã có sổ,5,4,10,4,88.89
Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,5,4,10,4,95
Quận Ba Đình,Phường Kim Mã,"Nhà ngõ, hẻm",Đã có sổ,4,3,7,4.7,95
Quận Hà Đông,Phường Phú La,"Nhà ngõ, hẻm",Đã có sổ,1,1,7,3.3,66.67
Quận Thanh Xuân,Phường Khương Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3,12,3.5,157.41
Quận Cầu Giấy,Phường Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,4,4,10,4,75
Quận Hoàn Kiếm,Phường Trần Hưng Đạo,"Nhà mặt phố, mặt tiền",Đã có sổ,10,12,18,4.6,494.12
Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,5,3,8,4,75
Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,4,3,7,4,78
Quận Hoàng Mai,Phường Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,3,3,11,3,51.56
Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,5,6,10,4,88.1
Quận Hà Đông,Phường Dương Nội,Nhà phố liền kề,Đang chờ sổ,6,8,10,65,112
Quận Cầu Giấy,Phường Dịch Vọng,"Nhà mặt phố, mặt tiền",Đã có sổ,3,2,15,4,191.67
Quận Long Biên,Phường Ngọc Lâm,"Nhà ngõ, hẻm",Đã có sổ,4,4,7,6,82.5
Quận Đống Đa,Phường Quốc Tử Giám,"Nhà ngõ, hẻm",Đã có sổ,5,4,5,5,86
Quận Đống Đa,Phường Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,5,3,10,4,90
Quận Thanh Xuân,Phường Thượng Đình,"Nhà ngõ, hẻm",Đã có sổ,4,4,10,5,80
Quận Long Biên,Phường Đức Giang,"Nhà ngõ, hẻm",Đã có sổ,5,3,11.2,4,48
Quận Đống Đa,Phường Kim Liên,"Nhà ngõ, hẻm",Đã có sổ,3,3,10,3,68.42
Quận Thanh Xuân,Phường Thanh Xuân Nam,"Nhà ngõ, hẻm",Đã có sổ,5,6,10,4,92.5
Quận Cầu Giấy,Phường Dịch Vọng,Nhà phố liền kề,Đã có sổ,4,4,16,4,93.24
Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,4,4,10,3,73.33
Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,2,1,10,4.4,39.13
Quận Hà Đông,Phường La Khê,Nhà phố liền kề,Đã có sổ,5,5,12,4,130
Quận Long Biên,Phường Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,5,3,8,4,108.33
Quận Thanh Xuân,Phường Thanh Xuân Nam,"Nhà ngõ, hẻm",Đã có sổ,5,12,10,5,100
Quận Hà Đông,Phường Nguyễn Trãi,"Nhà mặt phố, mặt tiền",Đã có sổ,4,2,19,4,305.88
Quận Tây Hồ,Phường Xuân La,"Nhà ngõ, hẻm",Đã có sổ,4,3,14,5,136.11
Quận Cầu Giấy,Phường Trung Hoà,"Nhà ngõ, hẻm",Đã có sổ,4,4,8,5,100
Quận Hai Bà Trưng,Phường Đồng Nhân,"Nhà ngõ, hẻm",Đã có sổ,4,4,10,4,188.1
Quận Đống Đa,Phường Láng Hạ,Nhà biệt thự,Đã có sổ,4,5,10,7,133.8
Quận Nam Từ Liêm,Phường Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,5,4,8,4,98.44
Quận Ba Đình,Phường Kim Mã,"Nhà ngõ, hẻm",Đã có sổ,5,4,11,10,138.6
Quận Hà Đông,Phường Mộ Lao,"Nhà mặt phố, mặt tiền",Đã có sổ,4,7,17,5,160.71
Quận Thanh Xuân,Phường Thanh Xuân Bắc,"Nhà mặt phố, mặt tiền",Đã có sổ,4,5,15,5,192.98
Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5,6,18,5,78
Quận Cầu Giấy,Phường Mai Dịch,"Nhà mặt phố, mặt tiền",Đã có sổ,7,5,12,4,160
Quận Tây Hồ,Phường Bưởi,"Nhà ngõ, hẻm",Đã có sổ,6,3,16,4,143.52
Quận Hà Đông,Phường La Khê,Nhà phố liền kề,Đã có sổ,5,4,12.5,4,114
Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,5,6,10,3,91.67
Quận Hà Đông,Phường Nguyễn Trãi,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,9,4,195.12
Quận Thanh Xuân,Phường Phương Liệt,"Nhà ngõ, hẻm",Đã có sổ,4,4,10,4,138.1
Huyện Hoài Đức,Xã Vân Canh,"Nhà ngõ, hẻm",Đã có sổ,4,3,5,6,70.31
Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,12,4,149.06
Quận Hà Đông,Phường Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,10,4,93.33
Quận Ba Đình,Phường Thành Công,"Nhà ngõ, hẻm",Đã có sổ,4,3,6,3,99
Quận Hà Đông,Phường Mộ Lao,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,12,3,82.22
Quận Hà Đông,Phường Vạn Phúc,Nhà phố liền kề,Đã có sổ,4,4,16,5,87.95
Huyện Hoài Đức,Xã An Khánh,"Nhà ngõ, hẻm",Giấy tờ khác,4,4,9,4,47.62
Quận Cầu Giấy,Phường Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,4,4,4,9,90.28
Quận Cầu Giấy,Phường Trung Hoà,"Nhà mặt phố, mặt tiền",Đã có sổ,4,6,10,4,322.22
Quận Thanh Xuân,Phường Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,6,6,11,4,80.43
Huyện Thanh Trì,Xã Thanh Liệt,"Nhà ngõ, hẻm",Đã có sổ,6,4,13,4.2,85.85
Quận Đống Đa,Phường Phương Liên,"Nhà ngõ, hẻm",Đã có sổ,5,3,6,3,109.09
Quận Thanh Xuân,Phường Kim Giang,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,10,3,74.29
Quận Thanh Xuân,Phường Thượng Đình,"Nhà ngõ, hẻm",Đã có sổ,4,4,10,5,80
Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,7,12,10,6.6,189.39
Quận Ba Đình,Phường Liễu Giai,"Nhà ngõ, hẻm",Đã có sổ,3,3,2.9,8.1,130.43
Quận Ba Đình,Phường Vĩnh Phúc,"Nhà ngõ, hẻm",Đã có sổ,2,3,13.1,3.5,100
Quận Hà Đông,Phường Hà Cầu,"Nhà ngõ, hẻm",Đã có sổ,4,3,10,33,59.09
Quận Thanh Xuân,Phường Khương Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,10,3,74.29
Quận Bắc Từ Liêm,Phường Cổ Nhuế 1,"Nhà ngõ, hẻm",Đã có sổ,5,5,12,4,67.59
Quận Nam Từ Liêm,Phường Đại Mỗ,Nhà biệt thự,Đã có sổ,4,4,16,15,114.41
Quận Hoàn Kiếm,Phường Chương Dương,"Nhà ngõ, hẻm",Đã có sổ,3,4,8,4,62.5
Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5,5,10,3,82.35
Quận Tây Hồ,Phường Phú Thượng,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,10,4,85.71
Quận Thanh Xuân,Phường Thanh Xuân Bắc,"Nhà ngõ, hẻm",Đã có sổ,5,4,9.6,5.2,81.52
Quận Long Biên,Phường Phúc Đồng,Nhà phố liền kề,Đã có sổ,4,3,3,6,73.33
Quận Hà Đông,Phường Phúc La,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6,131,35,97.83
Quận Đống Đa,Phường Láng Thượng,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,10,4,175
Quận Cầu Giấy,Phường Trung Hoà,"Nhà mặt phố, mặt tiền",Đã có sổ,7,6,11.5,7,333.33
Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4,2,8,5,110.75
Quận Cầu Giấy,Phường Trung Hoà,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,9,6,74.62
Quận Hoàn Kiếm,Phường Chương Dương,"Nhà ngõ, hẻm",Đã có sổ,2,2,5,4,75.24
Quận Hà Đông,Phường Phúc La,"Nhà ngõ, hẻm",Đã có sổ,5,3,9,4,70.59
Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Giấy tờ khác,5,4,10,3,92.11
Quận Hoàng Mai,Phường Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,5,5,10,4,110.44
Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,4,4,11,4,84.44
Quận Hai Bà Trưng,Phường Quỳnh Mai,"Nhà ngõ, hẻm",Đã có sổ,5,3,10,4,105
Quận Thanh Xuân,Phường Khương Trung,Nhà phố liền kề,Đã có sổ,6,4,10,3,121.62
Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,6,6,11.25,4,151.11
Quận Hà Đông,Phường Văn Quán,"Nhà mặt phố, mặt tiền",Đã có sổ,5,5,11,4,82.22
Quận Tây Hồ,Phường Thụy Khuê,"Nhà ngõ, hẻm",Đã có sổ,4,4,11,5,68.52
Quận Long Biên,Phường Ngọc Lâm,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3,15,5,68.42
Quận Đống Đa,Phường Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,6,8,6,7,119.57
Quận Thanh Xuân,Phường Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,1,2,8,5,35
Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,5,3,11,3,81.21
Quận Nam Từ Liêm,Phường Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,5,6,13,4,64
Quận Đống Đa,Phường Thổ Quan,"Nhà ngõ, hẻm",Đã có sổ,6,5,10,38,78.95
Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,6,4,10,38,88.16
Quận Hoàng Mai,Phường Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,4,3,7.3,4.1,96.67
Quận Ba Đình,Phường Kim Mã,"Nhà ngõ, hẻm",Đã có sổ,4,3,5,4,100
Huyện Gia Lâm,Xã Đình Xuyên,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3,22,4,6.07
Quận Ba Đình,Phường Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,5,3,6,4,95.83
Quận Hà Đông,Phường Phúc La,"Nhà ngõ, hẻm",Đã có sổ,1,2,10,5,68.75
Quận Long Biên,Phường Ngọc Lâm,"Nhà mặt phố, mặt tiền",Đã có sổ,2,3,11,5,203.7
Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,3,4,8,3,73.33
Quận Bắc Từ Liêm,Phường Cổ Nhuế 1,"Nhà ngõ, hẻm",Đã có sổ,1,4,18,4,54.93
Quận Tây Hồ,Phường Xuân La,"Nhà ngõ, hẻm",Đã có sổ,3,3,12,4,129
Quận Tây Hồ,Phường Nhật Tân,"Nhà ngõ, hẻm",Đã có sổ,4,3,10,3,75
Quận Tây Hồ,Phường Yên Phụ,Nhà phố liền kề,Đã có sổ,7,9,15,6,189.47
Quận Đống Đa,Phường Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,5,3,7,4,118
Quận Long Biên,Phường Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,5,3,9,4,81.25
Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,4,4,8,4,83.82
Huyện Đông Anh,Xã Võng La,"Nhà mặt phố, mặt tiền",Đang chờ sổ,2,3,10,4,13.75
Quận Đống Đa,Phường Trung Tự,"Nhà ngõ, hẻm",Đã có sổ,5,3,7,5,104.74
Quận Ba Đình,Phường Điện Biên,"Nhà ngõ, hẻm",Đã có sổ,3,3,7,3,151.85
Quận Long Biên,Phường Ngọc Thụy,Nhà biệt thự,Đã có sổ,3,5,20,10,58.54
Quận Hà Đông,Phường Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,17,5,94.74
Quận Đống Đa,Phường Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,5,4,9,5,111.11
Quận Hoàng Mai,Phường Thanh Trì,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,7,4,108.06
Quận Đống Đa,Phường Trung Tự,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,9,4,100
Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,5,4,9,3,66.67
Quận Đống Đa,Phường Thổ Quan,"Nhà ngõ, hẻm",Đã có sổ,3,3,11,3,90.48
Quận Cầu Giấy,Phường Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,5,6,15,4,83.33
Quận Nam Từ Liêm,Phường Đại Mỗ,"Nhà ngõ, hẻm",Đã có sổ,5,6,11,4,47.12
Quận Đống Đa,Phường Quốc Tử Giám,"Nhà ngõ, hẻm",Đã có sổ,5,3,6,5,91.67
Quận Hai Bà Trưng,Phường Lê Đại Hành,"Nhà ngõ, hẻm",Đã có sổ,3,4,10,41,96.25
Quận Long Biên,Phường Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,2,3,700,410,39.47
Quận Long Biên,Phường Phúc Lợi,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,8,4,75.81
Quận Hai Bà Trưng,Phường Quỳnh Lôi,"Nhà ngõ, hẻm",Đã có sổ,5,3,9,4,107.89
Quận Cầu Giấy,Phường Mai Dịch,"Nhà mặt phố, mặt tiền",Đã có sổ,6,6,5.3,4.5,135.35
Huyện Hoài Đức,Xã An Khánh,"Nhà ngõ, hẻm",Đã có sổ,3,3,8,5,37.37
Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,5,6,16,4,83.33
Quận Hai Bà Trưng,Phường Lê Đại Hành,"Nhà ngõ, hẻm",Đã có sổ,3,3,6,3,109.5
Quận Cầu Giấy,Phường Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,6,12,14,5,67.86
Quận Ba Đình,Phường Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,4,4,6,6,72.97
Quận Hà Đông,Phường Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,17,4,94.74
Quận Cầu Giấy,Phường Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,4,5,11,3,123.08
Quận Thanh Xuân,Phường Nhân Chính,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,10,5,100
Quận Đống Đa,Phường Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,6,9,13.75,4,120
Quận Cầu Giấy,Phường Mai Dịch,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,5,4,100
Quận Hoàng Mai,Phường Tân Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,7,7,31.5,6,135.79
Quận Hà Đông,Phường Phúc La,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,15,7.8,128.21
Quận Hoàng Mai,Phường Đại Kim,"Nhà ngõ, hẻm",Đã có sổ,5,4,6,5,85
Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5,3,10,4,60.47
Quận Hà Đông,Phường Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,5,4,9,4,72.86
Quận Đống Đa,Phường Trung Tự,"Nhà ngõ, hẻm",Đã có sổ,5,4,6,6,110.56
Quận Hoàng Mai,Phường Yên Sở,"Nhà ngõ, hẻm",Đã có sổ,4,4,14.2,3.5,77.33
Quận Đống Đa,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,4,3,10,3,106.06
Quận Hà Đông,Phường Phúc La,"Nhà ngõ, hẻm",Đã có sổ,5,7,14,3,97.83
Quận Nam Từ Liêm,Phường Mỹ Đình 2,"Nhà ngõ, hẻm",Đã có sổ,2,7,15,4,53.03
Quận Thanh Xuân,Phường Khương Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,9,6,295.83
Quận Ba Đình,Phường Ngọc Hà,"Nhà ngõ, hẻm",Đã có sổ,3,2,8,4,103.13
Quận Cầu Giấy,Phường Dịch Vọng,"Nhà mặt phố, mặt tiền",Đã có sổ,5,10,7.5,4,300
Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",Đã có sổ,5,3,9,4,86.84
Quận Ba Đình,Phường Cống Vị,"Nhà ngõ, hẻm",Đã có sổ,3,2,8,3,93
Quận Đống Đa,Phường Cát Linh,"Nhà ngõ, hẻm",Đã có sổ,5,3,5,6,91.67
Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà mặt phố, mặt tiền",Đã có sổ,9,10,19,6.8,523.08
Quận Cầu Giấy,Phường Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,5,5,10,3,88.16
Quận Hai Bà Trưng,Phường Bạch Đằng,"Nhà ngõ, hẻm",Đã có sổ,3,4,6,4,68.75
Quận Cầu Giấy,Phường Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,4,5,7,5,92.86
Huyện Thanh Oai,Xã Cự Khê,"Nhà ngõ, hẻm",Đã có sổ,3,3,10,3,46.33
Quận Hoàng Mai,Phường Tương Mai,"Nhà ngõ, hẻm",Đã có sổ,4,3,14,4,70.54
Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,5,6,12,4,97
Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,4,4,10,4,160
Huyện Gia Lâm,Xã Đặng Xá,"Nhà ngõ, hẻm",Đã có sổ,1,2,5,4,26
Quận Hai Bà Trưng,Phường Thanh Lương,"Nhà ngõ, hẻm",Đã có sổ,4,3,7,5,150
Quận Hoàng Mai,Phường Tương Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,7,8,37,5,144.81
Quận Hai Bà Trưng,Phường Vĩnh Tuy,"Nhà ngõ, hẻm",Đã có sổ,5,3,4,6,79.31
Quận Đống Đa,Phường Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,5,4,12,4,93.44
Quận Thanh Xuân,Phường Thanh Xuân Nam,"Nhà ngõ, hẻm",Đã có sổ,5,3,8,3.9,83.33
Huyện Hoài Đức,Thị trấn Trạm Trôi,Nhà biệt thự,Đã có sổ,5,6,26,14,28.57
Quận Hoàng Mai,Phường Giáp Bát,"Nhà mặt phố, mặt tiền",Đã có sổ,1,1,10,7,136
Quận Cầu Giấy,Phường Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,4,4,12,4,79.98
Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,5,5,21.9,3.1,67.65
Quận Nam Từ Liêm,Phường Trung Văn,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,13,4,115.52
Quận Đống Đa,Phường Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,4,3,10,3,79.71
Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,3,3,8,4,73.33
Quận Ba Đình,Phường Cống Vị,"Nhà ngõ, hẻm",Đã có sổ,3,2,7,3,102.78
Quận Hoàng Mai,Phường Đại Kim,"Nhà ngõ, hẻm",Đã có sổ,5,3,6,5,85
Quận Hai Bà Trưng,Phường Quỳnh Lôi,"Nhà mặt phố, mặt tiền",Đã có sổ,8,10,23,6,235.71
Quận Đống Đa,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,1,2,9,4,94.74
Quận Cầu Giấy,Phường Nghĩa Đô,Nhà biệt thự,Đã có sổ,5,4,11,5,163.64
Quận Tây Hồ,Phường Phú Thượng,"Nhà ngõ, hẻm",Đã có sổ,5,3,13,4,91.23
Quận Long Biên,Phường Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,4,4,17,4,61.43
